Iteration,Date,Timestamp,1:GPU State,1:RTD3 Enabled,1:RTD3 Support Type,1:GC6 Enabled,1:Total Time In GC6 (ms),1:GC6 Average Entry Latency (ms),1:GC6 Average Exit Latency (ms),1:GC6 Transition Count,1:Not Enter GC6 Reason,1:GC-OFF Enabled,1:Total Time In GCOFF (ms),1:GCOFF Average Entry Latency (ms),1:GCOFF Average Exit Latency (ms),1:GCOFF Transition Count,1:Not Enter GCOFF Reason,1:Temperature GPU (C),1:Temperature Memory (C),1:Target Temperature (C),1:GPC Clock (MHz),1:Memory Clock (MHz),1:GPC Slowdown Factor (%),1:GPU Utilization (%),1:FB Utilization (%),1:Video Utilization (%),1:P-State,1:Capping Reason,1:D-Notifier Limit,1:GPU Power Sample Timestamp (ns),1:TGP (W),1:NVVDD Power (W),1:FBVDD Power (W),1:Total System Power (W),1:TSP Rail Current (A),1:TSP Rail Voltage (V),1:TSP Rail Energy (J),CPU Power Sample Timestamp (us),CPU TDP (W),1:TPP Measured (W),1:NVVDD Voltage (uV),1:GPU Boost Limit (mW),1:PPAB State,1:AC Target TPP Limit (mW),1:AC Default GPU Limit (mW),1:AC Max GPU Limit (mW),1:AC Min GPU Limit (mW),1:AC Configurable TGP Offset (mW),1:AC Max GPU Offset (mW),1:AC Min GPU Offset (mW),1:AC Target TPP Offset (mW),1:DC Target TPP Limit (mW),1:DC CPU TDP Limit (mW),1:DC Default GPU Limit (mW),1:DC Max GPU Limit (mW),1:DC Min GPU Limit (mW),1:DC ROS Reserve Override (mW),1:Current Long Timescale Battery Current Limit (mA),1:Current Short Timescale Battery Current Limit (mA),Power Supply Mode,Battery Charge Level (%),Remaining Capacity (mWh),Voltage (mV),Current (mA),Drain Rate (mW),CPU Clock (MHz),CPU Utilization (%),CPU Temperature (C),CPU PROCHOT Asserted,CPU Thermal Throttling,CPU Thermal Limit (C),CPU PL1 (W),CPU PL2 (W),1:PCIE GPU Link Width (lanes),1:PCIE GPU Speed (Gen),1:PCIE GPU L0s,1:PCIE GPU L1,1:PCIE Root Link Width (lanes),1:PCIE Root Speed (Gen),1:PCIE Root L0s,1:PCIE Root L1,1:GPU Correctable Error,1:GPU Non Fatal Error,1:GPU Fatal Error,1:GPU Unsupport Request,1:Root Correctable Error,1:Root Non Fatal Error,1:Root Fatal Error,1:Root Unsupport Request,1:BB2 Enabled,1:BB2 Target TPP (mW),1:WM2 Platform Enabled,1:WM2 Driver Enabled,1:Sound Pressure Level,1:WM2 Update Event Count,1:Tband0 Current Index,1:Tband0 Current Tempearature (C),1:Tband1 Current Index,1:Tband1 Current Tempearature (C),1:Tband2 Current Index,1:Tband2 Current Tempearature (C),1:Tband3 Current Index,1:Tband3 Current Tempearature (C),1:Tband4 Current Index,1:Tband4 Current Tempearature (C),1:Tband5 Current Index,1:Tband5 Current Tempearature (C),1:Tband6 Current Index,1:Tband6 Current Tempearature (C),1:Tband7 Current Index,1:Tband7 Current Tempearature (C),1:DB-DC Rest of System Power (mW),1:DB-DC Battery Current Limit (mA),1:Gsync VRR Enabled,1:Platform Thermal Sensor 0 Limit (C),1:Platform Thermal Sensor 0 Tempearature (C),1:Platform Thermal Sensor 1 Limit (C),1:Platform Thermal Sensor 1 Tempearature (C),1:Platform Thermal Sensor 2 Limit (C),1:Platform Thermal Sensor 2 Tempearature (C),1:Platform Thermal Sensor 3 Limit (C),1:Platform Thermal Sensor 3 Tempearature (C),1:Platform Thermal Sensor 4 Limit (C),1:Platform Thermal Sensor 4 Tempearature (C),1:Platform Thermal Sensor 5 Limit (C),1:Platform Thermal Sensor 5 Tempearature (C),1:Platform Thermal Sensor 6 Limit (C),1:Platform Thermal Sensor 6 Tempearature (C),1:Platform Thermal Sensor 7 Limit (C),1:Platform Thermal Sensor 7 Tempearature (C),1:Platform Thermal Sensor 8 Limit (C),1:Platform Thermal Sensor 8 Tempearature (C),1:Platform Thermal Sensor 9 Limit (C),1:Platform Thermal Sensor 9 Tempearature (C),1:Platform Thermal Sensor 10 Limit (C),1:Platform Thermal Sensor 10 Tempearature (C),1:Platform Thermal Sensor 11 Limit (C),1:Platform Thermal Sensor 11 Tempearature (C),1:Platform Thermal Sensor 12 Limit (C),1:Platform Thermal Sensor 12 Tempearature (C),1:Platform Thermal Sensor 13 Limit (C),1:Platform Thermal Sensor 13 Tempearature (C),1:Platform Thermal Sensor 14 Limit (C),1:Platform Thermal Sensor 14 Tempearature (C),1:Platform Thermal Sensor 15 Limit (C),1:Platform Thermal Sensor 15 Tempearature (C)
22,2025/02/17,22:44:37:231,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,64.03,60.00,87.00,1822,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,26556764864,175.00,129.86,12.12,0.50,0.03,16.09,78.76,105027113,26.63,201.63,760000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,128625,0,55000,60000,60000,0,8000,0,AC,60,59950,16013,0,0,4879,9.16,68.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
23,2025/02/17,22:44:38:238,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,64.25,60.00,87.00,1815,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,27561307200,174.67,129.38,12.35,0.51,0.03,16.09,79.27,106031545,26.60,201.27,760000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,128625,0,55000,60000,60000,0,8000,0,AC,60,59950,16013,0,0,4820,9.28,82.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24,2025/02/17,22:44:39:243,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,64.44,60.00,87.00,1815,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,28566766976,174.66,128.95,12.84,0.50,0.03,16.09,79.78,107037011,26.88,201.54,760000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,128625,0,55000,60000,60000,0,8000,0,AC,60,59950,16013,0,0,4822,9.32,82.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
25,2025/02/17,22:44:40:250,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,64.88,60.00,87.00,1822,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,29576591200,174.68,129.88,11.80,0.50,0.03,16.09,80.29,108046845,26.60,201.28,760000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,128625,0,55000,60000,60000,0,8000,0,AC,60,59950,16013,0,0,4815,9.24,66.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
26,2025/02/17,22:44:41:257,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,65.03,62.00,87.00,1822,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,30581299840,174.55,129.73,11.90,0.50,0.03,16.09,80.81,109051543,26.51,201.06,760000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,128625,0,55000,60000,60000,0,8000,0,AC,60,59950,16013,0,0,4960,8.71,80.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
27,2025/02/17,22:44:42:266,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,65.00,62.00,87.00,1815,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,31605312416,174.54,128.77,12.96,0.51,0.03,16.10,81.33,110075575,27.60,202.14,755000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,128750,0,55000,60000,60000,0,8000,0,AC,60,59950,16013,0,0,4655,9.98,72.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
28,2025/02/17,22:44:43:275,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,65.41,62.00,87.00,1830,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,32599373312,174.66,129.24,12.32,0.51,0.03,16.09,81.84,111069619,28.21,202.87,755000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,128750,0,55000,60000,60000,0,8000,0,AC,60,59950,16013,0,0,4151,10.94,71.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29,2025/02/17,22:44:44:283,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,65.59,62.00,87.00,1830,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,33607467232,174.60,129.60,12.22,0.50,0.03,16.09,82.35,112077721,27.71,202.31,755000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,128750,0,55000,60000,60000,0,8000,0,AC,60,59950,16013,0,0,4412,10.03,81.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30,2025/02/17,22:44:45:290,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,66.09,62.00,87.00,1845,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,34616887648,174.51,128.86,12.67,0.51,0.03,16.10,82.87,113087215,17.06,191.57,760000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,128750,0,55000,60000,60000,0,8000,0,AC,60,59950,16014,0,0,3860,4.22,58.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31,2025/02/17,22:44:46:297,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,65.72,62.00,87.00,1852,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,35622023136,173.43,128.42,12.09,0.50,0.03,16.10,83.38,114092552,11.63,185.06,755000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,128750,0,55000,60000,60000,0,8000,0,AC,60,59950,16014,0,0,2659,2.27,57.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32,2025/02/17,22:44:47:304,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,65.81,62.00,87.00,1845,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,36628597184,174.18,129.36,11.83,0.50,0.03,16.10,83.89,115098909,11.47,185.65,760000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,128750,0,55000,60000,60000,0,8000,0,AC,60,59950,16014,0,0,2551,2.10,57.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
33,2025/02/17,22:44:48:311,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,65.91,64.00,87.00,1837,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,37636801824,174.34,128.48,12.88,0.50,0.03,16.10,84.40,116107131,12.01,186.35,755000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,128750,0,55000,60000,60000,0,8000,0,AC,60,59950,16012,0,0,2701,2.41,58.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
34,2025/02/17,22:44:49:312,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,65.97,64.00,87.00,1830,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,38637365792,173.74,128.29,12.56,0.50,0.03,16.10,84.91,117107734,11.57,185.31,755000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,128750,0,55000,60000,60000,0,8000,0,AC,60,59950,16012,0,0,2568,2.13,66.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
35,2025/02/17,22:44:50:321,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,66.06,64.00,87.00,1830,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,39647824448,174.37,129.24,12.18,0.50,0.03,16.10,85.43,118118094,11.82,186.19,760000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,128750,0,55000,60000,60000,0,8000,0,AC,60,59950,16012,0,0,2785,2.12,58.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36,2025/02/17,22:44:51:331,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,66.47,64.00,87.00,1815,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,40664557568,174.52,128.66,12.88,0.50,0.03,16.10,85.94,119135044,11.58,186.10,760000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,128750,0,55000,60000,60000,0,8000,0,AC,60,59950,16011,0,0,2669,2.18,58.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37,2025/02/17,22:44:52:346,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,66.91,64.00,87.00,1815,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,41671914304,174.67,129.31,12.39,0.51,0.03,16.10,86.46,120142207,15.48,190.15,760000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,128750,0,55000,60000,60000,0,8000,0,AC,60,59950,16011,0,0,3221,6.93,63.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
38,2025/02/17,22:44:53:352,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,67.06,64.00,87.00,1815,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,42679481216,174.70,130.00,11.74,0.49,0.03,16.11,86.96,121149735,13.63,188.33,760000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,128750,0,55000,60000,60000,0,8000,0,AC,60,59950,16011,0,0,2367,3.10,58.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
39,2025/02/17,22:44:54:360,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,67.00,64.00,87.00,1807,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,43686752640,174.44,128.84,12.67,0.50,0.03,16.11,87.47,122157018,11.76,186.20,755000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,128875,0,55000,60000,60000,0,8000,0,AC,60,59950,16011,0,0,2779,2.13,58.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
40,2025/02/17,22:44:55:361,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,67.16,64.00,87.00,1815,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,44688209568,174.61,128.89,12.83,0.50,0.03,16.11,87.97,123158483,11.87,186.48,755000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,128875,0,55000,60000,60000,0,8000,0,AC,60,59950,16012,0,0,2795,2.18,59.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
41,2025/02/17,22:44:56:370,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,67.50,64.00,87.00,1830,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,45696858208,174.70,129.62,12.20,0.49,0.03,16.11,88.47,124167322,11.76,186.46,755000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,128875,0,55000,60000,60000,0,8000,0,AC,60,59950,16012,0,0,2622,2.34,62.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42,2025/02/17,22:44:57:381,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,67.59,66.00,87.00,1830,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,46709956128,174.63,129.05,12.75,0.49,0.03,16.11,88.98,125180244,11.81,186.44,755000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,128875,0,55000,60000,60000,0,8000,0,AC,60,59950,16012,0,0,2645,2.17,58.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
43,2025/02/17,22:44:58:388,Active,Enabled,GC-OFF 3.0,Enabled,0,0,0,0,Problem Device,Enabled,50698,237,2328,6,Problem Device,67.56,66.00,87.00,1830,14001,100,100,2,0,P0,Pwr ,D1 - Unlimited,47716975264,174.46,128.95,12.69,0.49,0.03,16.11,89.47,126187354,12.04,186.49,755000,175000,Enabled,275000,150000,175000,150000,70000,25000,0,125000,128875,0,55000,60000,60000,0,8000,0,AC,60,59950,16012,0,0,2653,2.32,66.00,No,No,103,165.00,190.00,16,5,No,No,16,5,No,No,0,0,0,0,0,0,0,0,Yes,0,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No panel connected to dGPU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
